person_id,name,full_name,party,caucus_short_name,province,constituency,presence_rate,present,paired,absent,total_votes,tenure_months,years_in_house,elections_won,interventions_count,committee_interventions_count,bills_sponsored_current,committees_count,associations_count,position_leadership_score,position_leadership_rank,position_leadership_percentile,position_leadership_score_percentile_in_party,activity_index_score,activity_index_rank,activity_index_percentile,activity_index_score_percentile,activity_index_score_percentile_in_party,activity_index_score_rank,associations_count_percentile,associations_count_percentile_in_party,associations_count_rank,bills_sponsored_current_percentile,bills_sponsored_current_percentile_in_party,bills_sponsored_current_rank,chamber,committee_interventions_count_percentile,committee_interventions_count_percentile_in_party,committee_interventions_count_rank,committee_per_month,committees_count_percentile,committees_count_percentile_in_party,committees_count_rank,computed_at,interventions_count_percentile,interventions_count_percentile_in_party,interventions_count_rank,interventions_per_month,metrics_version,parliament,political_alignment_score,presence_rate_percentile,presence_rate_percentile_in_party,presence_rate_rank,session,tenure_months_percentile,tenure_months_percentile_in_party,tenure_months_rank
88350,Serge Cormier,Serge Cormier,Liberal,Liberal,New Brunswick,Acadie—Bathurst,100.0,,,,,123,,,4,186,1,2,4,0.00,,,,4.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
123272,Harb Gill,Harb Gill,Conservative,Conservative,Ontario,Windsor West,100.0,,,,,8,,,79,33,,1,15,0.00,,,,4.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110365,Connie Cody,Connie Cody,Conservative,Conservative,Ontario,Cambridge,100.0,,,,,8,,,75,41,,1,6,0.00,,,,4.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
123608,Chak Au,Chak Au,Conservative,Conservative,British Columbia,Richmond Centre—Marpole,100.0,,,,,8,,,46,105,,1,1,0.00,,,,4.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
58757,Eric Lefebvre,Eric Lefebvre,Conservative,Conservative,Quebec,Richmond—Arthabaska,100.0,,,,,8,,,79,40,,1,6,0.00,,,,4.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
89279,Stephen Fuhr,Stephen Fuhr,Liberal,Liberal,British Columbia,Kelowna,100.0,,,,,56,,,2,86,,,3,60.00,,,,4.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
105623,Greg McLean,Greg McLean,Conservative,Conservative,Alberta,Calgary Centre,100.0,,,,,75,,,61,16,3,,11,0.00,,,,4.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
111116,Lori Idlout,Lori Idlout,NDP,NDP,Nunavut,Nunavut,93.2,,,,,52,,,87,18,1,,7,0.00,,,,4.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
122518,Steeve Lavoie,Steeve Lavoie,Liberal,Liberal,Quebec,Beauport—Limoilou,100.0,,,,,8,,,56,61,,1,8,0.00,,,,4.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110441,Ned Kuruc,Ned Kuruc,Conservative,Conservative,Ontario,Hamilton East—Stoney Creek,100.0,,,,,8,,,65,53,,1,5,0.00,,,,4.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31098,Sukh Dhaliwal,Sukh Dhaliwal,Liberal,Liberal,British Columbia,Surrey Newton,100.0,,,,,186,,,50,8,1,1,17,0.00,,,,4.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
88369,Richard Bragdon,Richard Bragdon,Conservative,Conservative,New Brunswick,Tobique—Mactaquac,93.2,,,,,75,,,32,19,2,1,13,0.00,,,,4.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35886,Chris Warkentin,Chris Warkentin,Conservative,Conservative,Alberta,Grande Prairie,100.0,,,,,239,,,40,,,,8,46.00,,,,4.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110663,Viviane Lapointe,Viviane Lapointe,Liberal,Liberal,Ontario,Sudbury,100.0,,,,,52,,,26,45,1,1,17,0.00,,,,4.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
123517,Sukhman Gill,Sukhman Gill,Conservative,Conservative,British Columbia,Abbotsford—South Langley,100.0,,,,,8,,,71,42,,1,3,0.00,,,,4.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
84882,Corey Tochor,Corey Tochor,Conservative,Conservative,Saskatchewan,Saskatoon—University,100.0,,,,,75,,,15,86,1,1,1,0.00,,,,4.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
88958,Leslyn Lewis,Leslyn Lewis,Conservative,Conservative,Ontario,Haldimand—Norfolk,100.0,,,,,52,,,49,62,,1,12,0.00,,,,4.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
109891,Heath MacDonald,Heath MacDonald,Liberal,Liberal,Prince Edward Island,Malpeque,100.0,,,,,52,,,12,64,,,1,70.00,,,,4.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
122437,Braedon Clark,Braedon Clark,Liberal,Liberal,Nova Scotia,Sackville—Bedford—Preston,100.0,,,,,8,,,20,54,1,2,6,0.00,,,,4.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
88810,Tim Louis,Tim Louis,Liberal,Liberal,Ontario,Kitchener—Conestoga,100.0,,,,,75,,,21,51,1,1,14,0.00,,,,4.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
88453,Anju Dhillon,Anju Dhillon,Liberal,Liberal,Quebec,Dorval—Lachine—LaSalle,100.0,,,,,123,,,18,59,1,2,5,0.00,,,,4.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1827,Scott Reid,Scott Reid,Conservative,Conservative,Ontario,Lanark—Frontenac,98.3,,,,,301,,,28,,1,,8,10.00,,,,4.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110665,Melissa Lantsman,Melissa Lantsman,Conservative,Conservative,Ontario,Thornhill,98.3,,,,,52,,,116,,1,,10,0.00,,,,4.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
88687,Nathaniel Erskine-Smith,Nathaniel Erskine-Smith,Liberal,Liberal,Ontario,Beaches—East York,89.8,,,,,123,,,10,48,10,1,11,0.00,,,,4.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
105191,Anna Roberts,Anna Roberts,Conservative,Conservative,Ontario,King—Vaughan,100.0,,,,,52,,,61,36,,1,9,0.00,,,,4.10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
122589,Eric St-Pierre,Eric St-Pierre,Liberal,Liberal,Quebec,Honoré-Mercier,98.3,,,,,8,,,22,159,,1,10,0.00,,,,4.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100521,Richard Martel,Richard Martel,Conservative,Conservative,Quebec,Chicoutimi—Le Fjord,100.0,,,,,91,,,39,73,,1,9,0.00,,,,4.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
123500,Burton Bailey,Burton Bailey,Conservative,Conservative,Alberta,Red Deer,100.0,,,,,8,,,21,130,,1,15,0.00,,,,4.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110534,Iqwinder Gaheer,Iqwinder Gaheer,Liberal,Liberal,Ontario,Mississauga—Malton,100.0,,,,,52,,,6,43,,1,12,10.20,,,,4.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1422,Gurbux Saini,Gurbux Saini,Liberal,Liberal,British Columbia,Fleetwood—Port Kells,96.6,,,,,8,,,17,67,1,1,3,0.00,,,,4.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
105229,Helena Jaczek,Helena Jaczek,Liberal,Liberal,Ontario,Markham—Stouffville,100.0,,,,,75,,,7,65,1,1,13,0.00,,,,4.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
123141,Juanita Nathan,Juanita Nathan,Liberal,Liberal,Ontario,Pickering—Brooklin,100.0,,,,,8,,,60,22,,2,13,0.00,,,,3.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
88394,Stéphane Lauzon,Stéphane Lauzon,Liberal,Liberal,Quebec,Argenteuil—La Petite-Nation,100.0,,,,,123,,,19,101,,1,10,0.00,,,,3.97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
111067,Parm Bains,Parm Bains,Liberal,Liberal,British Columbia,Richmond East—Steveston,100.0,,,,,52,,,34,78,,1,8,0.00,,,,3.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
105242,Adam van Koeverden,Adam van Koeverden,Liberal,Liberal,Ontario,Burlington North—Milton West,100.0,,,,,75,,,39,,,,2,60.00,,,,3.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
122428,Shannon Miedema,Shannon Miedema,Liberal,Liberal,Nova Scotia,Halifax,100.0,,,,,8,,,26,111,,1,4,0.00,,,,3.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
59325,Don Davies,Don Davies,NDP,NDP,British Columbia,Vancouver Kingsway,93.2,,,,,207,,,54,2,3,,11,0.00,,,,3.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
89464,Rebecca Chartrand,Rebecca Chartrand,Liberal,Liberal,Manitoba,Churchill—Keewatinook Aski,100.0,,,,,8,,,29,15,,,1,70.00,,,,3.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
122389,Jonathan Rowe,Jonathan Rowe,Conservative,Conservative,Newfoundland and Labrador,Terra Nova—The Peninsulas,100.0,,,,,8,,,64,17,1,,3,0.00,,,,3.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
123563,Stephanie McLean,Stephanie McLean,Liberal,Liberal,British Columbia,Esquimalt—Saanich—Sooke,100.0,,,,,8,,,39,,,,,60.00,,,,3.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54157,Sameer Zuberi,Sameer Zuberi,Liberal,Liberal,Quebec,Pierrefonds—Dollard,100.0,,,,,75,,,9,131,,2,16,0.00,,,,3.81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
58775,Alexandre Boulerice,Alexandre Boulerice,NDP,NDP,Quebec,Rosemont—La Petite-Patrie,98.3,,,,,176,,,65,6,1,,6,0.00,,,,3.80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
88961,Bill Blair,Bill Blair,Liberal,Liberal,Ontario,Scarborough Southwest,100.0,,,,,123,,,1,47,4,1,11,0.00,,,,3.80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
105811,Tako Van Popta,Tako Van Popta,Conservative,Conservative,British Columbia,Langley Township—Fraser Heights,100.0,,,,,75,,,48,43,,1,8,0.00,,,,3.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
105052,Arpan Khanna,Arpan Khanna,Conservative,Conservative,Ontario,Oxford,100.0,,,,,31,,,90,,1,,1,0.00,,,,3.71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
123033,Fares Al Soud,Fares Al Soud,Liberal,Liberal,Ontario,Mississauga Centre,100.0,,,,,8,,,14,97,,2,6,0.00,,,,3.70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
105689,Heather McPherson,Heather McPherson,NDP,NDP,Alberta,Edmonton Strathcona,100.0,,,,,75,,,48,,2,,11,0.00,,,,3.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
105070,Alex Ruff,Alex Ruff,Conservative,Conservative,Ontario,Bruce—Grey—Owen Sound,100.0,,,,,75,,,52,5,2,,5,0.00,,,,3.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
122946,Aslam Rana,Aslam Rana,Liberal,Liberal,Ontario,Hamilton Centre,100.0,,,,,8,,,31,62,,1,15,0.00,,,,3.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
123556,Jill McKnight,Jill McKnight,Liberal,Liberal,British Columbia,Delta,100.0,,,,,8,,,15,28,,,1,66.50,,,,3.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
89339,Randeep Sarai,Randeep Sarai,Liberal,Liberal,British Columbia,Surrey Centre,100.0,,,,,123,,,18,,,,13,60.00,,,,3.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
122476,Mike Dawson,Mike Dawson,Conservative,Conservative,New Brunswick,Miramichi—Grand Lake,100.0,,,,,8,,,37,51,,1,9,0.00,,,,3.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
88748,James Maloney,James Maloney,Liberal,Liberal,Ontario,Etobicoke—Lakeshore,100.0,,,,,123,,,11,40,,1,13,6.50,,,,3.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
122850,Bruce Fanjoy,Bruce Fanjoy,Liberal,Liberal,Ontario,Carleton,100.0,,,,,8,,,25,81,,1,5,0.00,,,,3.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
123665,Will Greaves,Will Greaves,Liberal,Liberal,British Columbia,Victoria,100.0,,,,,8,,,34,68,,1,4,0.00,,,,3.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
89289,Brad Vis,Brad Vis,Conservative,Conservative,British Columbia,Mission—Matsqui—Abbotsford,100.0,,,,,75,,,130,27,,,14,0.00,,,,3.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71738,Anita Vandenbeld,Anita Vandenbeld,Liberal,Liberal,Ontario,Ottawa West—Nepean,100.0,,,,,123,,,4,95,,2,11,0.00,,,,3.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
122443,Jessica Fancy,Jessica Fancy,Liberal,Liberal,Nova Scotia,South Shore—St. Margarets,98.3,,,,,8,,,33,52,,1,10,0.00,,,,3.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
122552,Nathalie Provost,Nathalie Provost,Liberal,Liberal,Quebec,Châteauguay—Les Jardins-de-Napierville,96.6,,,,,8,,,29,,,,,60.00,,,,3.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110791,Buckley Belanger,Buckley Belanger,Liberal,Liberal,Saskatchewan,Desnethé—Missinippi—Churchill River,98.3,,,,,8,,,28,,,,,60.00,,,,3.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
122369,Paul Connors,Paul Connors,Liberal,Liberal,Newfoundland and Labrador,Avalon,100.0,,,,,8,,,5,133,,2,5,0.00,,,,3.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
123192,Chi Nguyen,Chi Nguyen,Liberal,Liberal,Ontario,Spadina—Harbourfront,100.0,,,,,8,,,34,62,,1,4,0.00,,,,3.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
59294,Zoe Royer,Zoe Royer,Liberal,Liberal,British Columbia,Port Moody—Coquitlam,100.0,,,,,8,,,25,61,,1,17,0.00,,,,3.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
123415,David McKenzie,David McKenzie,Conservative,Conservative,Alberta,Calgary Signal Hill,96.6,,,,,8,,,33,89,,,16,0.00,,,,3.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
123513,William Stevenson,William Stevenson,Conservative,Conservative,Alberta,Yellowhead,96.6,,,,,8,,,37,62,,1,1,0.00,,,,3.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
413,Louis Plamondon,Louis Plamondon,Bloc Québécois,Bloc Québécois,Quebec,Bécancour—Nicolet—Saurel—Alnôbak,98.3,,,,,343,,,15,,5,1,18,0.00,,,,3.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
89167,Matt Jeneroux,Matt Jeneroux,Conservative,Conservative,Alberta,Edmonton Riverbend,79.7,,,,,123,,,6,14,2,1,17,0.00,,,,3.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
105120,Chris Lewis,Chris Lewis,Conservative,Conservative,Ontario,Essex,100.0,,,,,75,,,28,38,1,,8,0.00,,,,3.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
123520,Wade Chang,Wade Chang,Liberal,Liberal,British Columbia,Burnaby Central,100.0,,,,,8,,,21,62,,1,10,0.00,,,,3.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
123229,Evan Solomon,Evan Solomon,Liberal,Liberal,Ontario,Toronto Centre,100.0,,,,,8,,,22,,,,,70.00,,,,3.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
122419,Alana Hirtle,Alana Hirtle,Liberal,Liberal,Nova Scotia,Cumberland—Colchester,100.0,,,,,8,,,18,67,,2,6,0.00,,,,3.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
89010,Ali Ehsassi,Ali Ehsassi,Liberal,Liberal,Ontario,Willowdale,96.6,,,,,123,,,9,81,,1,11,0.00,,,,3.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
89171,Eleanor Olszewski,Eleanor Olszewski,Liberal,Liberal,Alberta,Edmonton Centre,100.0,,,,,8,,,18,,,,2,70.00,,,,3.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25446,Dean Allison,Dean Allison,Conservative,Conservative,Ontario,Niagara West,100.0,,,,,258,,,31,6,2,,13,0.00,,,,3.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110800,Fraser Tolmie,Fraser Tolmie,Conservative,Conservative,Saskatchewan,Moose Jaw—Lake Centre—Lanigan,98.3,,,,,52,,,34,56,,1,1,0.00,,,,3.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
123006,Kurt Holman,Kurt Holman,Conservative,Conservative,Ontario,London—Fanshawe,100.0,,,,,8,,,42,18,,1,16,0.00,,,,3.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
123455,Jagsharan Singh Mahal,Jagsharan Singh Mahal,Conservative,Conservative,Alberta,Edmonton Southeast,100.0,,,,,8,,,33,40,,1,7,0.00,,,,3.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
88567,Rachel Bendayan,Rachel Bendayan,Liberal,Liberal,Quebec,Outremont,100.0,,,,,82,,,10,,,,5,40.00,,,,3.10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71692,Peter Fonseca,Peter Fonseca,Liberal,Liberal,Ontario,Mississauga East—Cooksville,100.0,,,,,123,,,24,57,,1,5,0.00,,,,3.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
122637,Tim Watchorn,Tim Watchorn,Liberal,Liberal,Quebec,Les Pays-d'en-Haut,100.0,,,,,8,,,32,47,,1,3,0.00,,,,3.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
88478,Greg Fergus,Greg Fergus,Liberal,Liberal,Quebec,Hull—Aylmer,100.0,,,,,123,,,38,19,,1,17,0.00,,,,3.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
59148,Randy Hoback,Randy Hoback,Conservative,Conservative,Saskatchewan,Prince Albert,96.6,,,,,207,,,21,14,4,,18,0.00,,,,2.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
89300,Jonathan Wilkinson,Jonathan Wilkinson,Liberal,Liberal,British Columbia,North Vancouver—Capilano,100.0,,,,,123,,,,17,4,1,5,0.00,,,,2.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
122825,Amarjeet Gill,Amarjeet Gill,Conservative,Conservative,Ontario,Brampton West,100.0,,,,,8,,,37,16,,1,15,0.00,,,,2.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
122646,Natilien Joseph,Natilien Joseph,Liberal,Liberal,Quebec,Longueuil—Saint-Hubert,100.0,,,,,8,,,24,38,,1,17,0.00,,,,2.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
123133,Emma Harrison,Emma Harrison,Liberal,Liberal,Ontario,Peterborough,100.0,,,,,8,,,15,66,,1,5,0.00,,,,2.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
122394,Kent MacDonald,Kent MacDonald,Liberal,Liberal,Prince Edward Island,Cardigan,100.0,,,,,8,,,27,32,,1,15,0.00,,,,2.89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
123144,Giovanna Mingarelli,Giovanna Mingarelli,Liberal,Liberal,Ontario,Prescott—Russell—Cumberland,100.0,,,,,8,,,19,41,,2,8,0.00,,,,2.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30645,Tim Uppal,Tim Uppal,Conservative,Conservative,Alberta,Edmonton Gateway,100.0,,,,,159,,,31,,6,,6,0.00,,,,2.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110415,Dan Muys,Dan Muys,Conservative,Conservative,Ontario,Flamborough—Glanbrook—Brant North,100.0,,,,,52,,,27,28,,1,14,0.00,,,,2.81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49344,Chris d'Entremont,Chris d'Entremont,Liberal,Liberal,Nova Scotia,Acadie—Annapolis,100.0,,,,,75,,,13,59,,1,7,0.00,,,,2.81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
105581,Warren Steinley,Warren Steinley,Conservative,Conservative,Saskatchewan,Regina—Lewvan,100.0,,,,,75,,,73,6,,,3,0.00,,,,2.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
105031,Doug Shipley,Doug Shipley,Conservative,Conservative,Ontario,Barrie—Springwater—Oro-Medonte,100.0,,,,,75,,,29,5,1,,15,0.00,,,,2.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
89236,Terry Beech,Terry Beech,Liberal,Liberal,British Columbia,Burnaby North—Seymour,100.0,,,,,123,,,6,,1,1,11,0.00,,,,2.70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110706,Kathy Borrelli,Kathy Borrelli,Conservative,Conservative,Ontario,Windsor—Tecumseh—Lakeshore,100.0,,,,,8,,,15,61,,1,1,0.00,,,,2.60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
119991,Colin Reynolds,Colin Reynolds,Conservative,Conservative,Manitoba,Elmwood—Transcona,100.0,,,,,8,,,20,51,,1,1,0.00,,,,2.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35600,Ben Lobb,Ben Lobb,Conservative,Conservative,Ontario,Huron—Bruce,98.3,,,,,207,,,17,,2,,14,0.00,,,,2.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
122788,Chris Malette,Chris Malette,Liberal,Liberal,Ontario,Bay of Quinte,100.0,,,,,8,,,21,41,,2,1,0.00,,,,2.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
105422,Eric Duncan,Eric Duncan,Conservative,Conservative,Ontario,Stormont—Dundas—Glengarry,100.0,,,,,75,,,25,,2,,4,0.00,,,,2.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
122801,Amandeep Sodhi,Amandeep Sodhi,Liberal,Liberal,Ontario,Brampton Centre,100.0,,,,,8,,,9,55,,1,6,0.00,,,,2.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
123027,Kristina Tesser Derksen,Kristina Tesser Derksen,Liberal,Liberal,Ontario,Milton East—Halton Hills South,100.0,,,,,8,,,21,40,,1,4,0.00,,,,2.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71986,Mark Strahl,Mark Strahl,Conservative,Conservative,British Columbia,Chilliwack—Hope,98.3,,,,,176,,,26,,2,,2,0.00,,,,2.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
89080,Michael Kram,Michael Kram,Conservative,Conservative,Saskatchewan,Regina—Wascana,100.0,,,,,75,,,31,3,,1,14,0.00,,,,2.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
123401,Dalwinder Gill,Dalwinder Gill,Conservative,Conservative,Alberta,Calgary McKnight,100.0,,,,,8,,,21,12,,2,15,0.00,,,,2.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
123208,Jim Bélanger,Jim Bélanger,Conservative,Conservative,Ontario,Sudbury East—Manitoulin—Nickel Belt,96.6,,,,,8,,,22,33,,1,3,0.00,,,,2.40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
88364,Ginette Petitpas Taylor,Ginette Petitpas Taylor,Liberal,Liberal,New Brunswick,Moncton—Dieppe,100.0,,,,,123,,,19,,1,,17,0.00,,,,2.30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
123418,Amanpreet Gill,Amanpreet Gill,Conservative,Conservative,Alberta,Calgary Skyview,100.0,,,,,8,,,25,9,,1,6,0.00,,,,2.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
105340,Scott Aitchison,Scott Aitchison,Conservative,Conservative,Ontario,Parry Sound—Muskoka,100.0,,,,,75,,,48,,,,14,0.00,,,,2.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
122975,Gaétan Malette,Gaétan Malette,Conservative,Conservative,Ontario,Kapuskasing—Timmins—Mushkegowuk,100.0,,,,,8,,,25,19,,1,1,0.00,,,,2.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
122539,Louis Villeneuve,Louis Villeneuve,Liberal,Liberal,Quebec,Brome—Missisquoi,100.0,,,,,8,,,13,31,,1,3,0.00,,,,2.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
118689,Jamil Jivani,Jamil Jivani,Conservative,Conservative,Ontario,Bowmanville—Oshawa North,100.0,,,,,22,,,35,,,1,,0.00,,,,2.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
88323,Darren Fisher,Darren Fisher,Liberal,Liberal,Nova Scotia,Dartmouth—Cole Harbour,100.0,,,,,123,,,11,,1,,12,0.00,,,,2.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
123583,Jake Sawatzky,Jake Sawatzky,Liberal,Liberal,British Columbia,New Westminster—Burnaby—Maillardville,100.0,,,,,8,,,10,38,,1,,0.00,,,,1.93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35857,Mike Lake,Mike Lake,Conservative,Conservative,Alberta,Leduc—Wetaskiwin,100.0,,,,,239,,,41,,,,13,0.00,,,,1.90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
122380,Philip Earle,Philip Earle,Liberal,Liberal,Newfoundland and Labrador,Labrador,100.0,,,,,8,,,12,19,,1,3,0.00,,,,1.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
88953,Shaun Chen,Shaun Chen,Liberal,Liberal,Ontario,Scarborough North,100.0,,,,,123,,,1,7,,3,18,0.00,,,,1.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
94305,Glen Motz,Glen Motz,Conservative,Conservative,Alberta,Medicine Hat—Cardston—Warner,100.0,,,,,110,,,25,,,,8,0.00,,,,1.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
105807,Rob Morrison,Rob Morrison,Conservative,Conservative,British Columbia,Columbia—Kootenay—Southern Rockies,100.0,,,,,75,,,13,,,,16,0.00,,,,0.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
105410,Terry Dowdall,Terry Dowdall,Conservative,Conservative,Ontario,Simcoe—Grey,100.0,,,,,75,,,13,,,,2,0.00,,,,0.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
